Member,Order,SKU,Created On,Description,group
M41747,8252966,7587673,25-01-2014 22:19,Organic Dals & Pulses,train
M41747,8252966,7629390,25-01-2014 22:19,"Glucose, Marie & Milk Biscuits",train
M41747,8252966,34989498,25-01-2014 22:19,Other Rice Products,train
M41747,8268152,7587490,1/1/14 10:32,Organic Dals & Pulses,train
M41747,8268152,15669817,1/1/14 10:32,Whole Spices,train
M41747,8268152,7587679,1/1/14 10:32,Organic Flours,train
M41747,8268152,15669824,1/1/14 10:32,Raw Rice,train
M41747,8268152,7543241,1/1/14 10:32,Organic Dals & Pulses,train
M41747,8268152,15669881,1/1/14 10:32,Sooji & Rava,train
M41747,8268152,34992815,1/1/14 10:32,Cookies,train
M41747,8268152,15669776,1/1/14 10:32,Other Dals,train
M41747,8268152,15669963,1/1/14 10:32,Raisins,train
M41747,8268152,15669976,1/1/14 10:32,Almonds,train
M41747,8268152,15669957,1/1/14 10:32,Other Dry Fruits,train
M41747,8268152,15669872,1/1/14 10:32,Avalakki / Poha,train
M41747,8268152,15669821,1/1/14 10:32,Whole Spices,train
M41747,8268152,7587667,1/1/14 10:32,Organic Dals & Pulses,train
M41747,8268152,15669775,1/1/14 10:32,Sooji & Rava,train
M41747,8268152,34989498,1/1/14 10:32,Other Rice Products,train
M41747,8268152,15669870,1/1/14 10:32,Sooji & Rava,train
M41747,8268152,7587660,1/1/14 10:32,Organic Flours,train
M41747,8307375,15668688,15-12-2013 19:34,Root Vegetables,train
M41747,8307375,93176430,15-12-2013 19:34,Namkeen,train
M41747,8307375,15668379,15-12-2013 19:34,Other Vegetables,train
M41747,8307375,15668455,15-12-2013 19:34,Brinjals,train
M41747,8307375,15669957,15-12-2013 19:34,Other Dry Fruits,train
M41747,8307375,15669803,15-12-2013 19:34,Cashews,train
M41747,8307375,15668521,15-12-2013 19:34,Bread,train
M41747,8307375,15668468,15-12-2013 19:34,Beans,train
M41747,8307375,15668381,15-12-2013 19:34,Other Vegetables,train
M41747,8326216,15669983,22-11-2013 19:11,Other Dry Fruits,train
M41747,8326216,7587495,22-11-2013 19:11,Organic Dals & Pulses,train
M41747,8326216,7543241,22-11-2013 19:11,Organic Dals & Pulses,train
M41747,8338492,15669824,29-11-2013 18:06,Raw Rice,train
M41747,8338492,15669957,29-11-2013 18:06,Other Dry Fruits,train
M41747,8338492,15668521,29-11-2013 18:06,Bread,train
M41747,8338492,7587493,29-11-2013 18:06,"Organic Salt,Sugar & Jaggery",train
M41747,8338492,7587490,29-11-2013 18:06,Organic Dals & Pulses,train
M41747,8338492,7587649,29-11-2013 18:06,Organic Rice & Rice Products,train
M41747,8352866,7543241,6/12/13 10:17,Organic Dals & Pulses,train
M41747,8352866,7587675,6/12/13 10:17,Organic Dals & Pulses,train
M41747,8352866,7587490,6/12/13 10:17,Organic Dals & Pulses,train
M41747,8352866,7587655,6/12/13 10:17,Organic Rice & Rice Products,train
M41747,8352866,15669776,6/12/13 10:17,Other Dals,train
M41747,8352866,34987566,6/12/13 10:17,Whole Spices,train
M41747,8352866,15669983,6/12/13 10:17,Other Dry Fruits,train
M41747,8352866,7629390,6/12/13 10:17,"Glucose, Marie & Milk Biscuits",train
M41747,8352866,15669872,6/12/13 10:17,Avalakki / Poha,train
M41747,8352866,15669825,6/12/13 10:17,Boiled Rice,train
M41747,8352866,7587495,6/12/13 10:17,Organic Dals & Pulses,train
M41747,8369852,7587664,9/11/13 8:04,Organic Dals & Pulses,train
M41747,8369852,15669963,9/11/13 8:04,Raisins,train
M41747,8369852,7570665,9/11/13 8:04,Toothpaste,train
M41747,8369852,15670144,9/11/13 8:04,Organic F&V,train
M41747,8369852,15669957,9/11/13 8:04,Other Dry Fruits,train
M41747,8369852,15669955,9/11/13 8:04,Raisins,train
M41747,8380953,7587667,15-11-2013 20:39,Organic Dals & Pulses,train
M41747,8380953,7629390,15-11-2013 20:39,"Glucose, Marie & Milk Biscuits",train
M41747,8380953,15669881,15-11-2013 20:39,Sooji & Rava,train
M41747,8380953,15669884,15-11-2013 20:39,Whole Spices,train
M41747,8380953,15669883,15-11-2013 20:39,Rice Flour,train
M41747,8380953,7587491,15-11-2013 20:39,Organic Flours,train
M41747,8380953,15669775,15-11-2013 20:39,Sooji & Rava,train
M41781,6430162,34987020,1/10/14 9:08,Frozen Veg Food,train
M41781,6430162,7585037,1/10/14 9:08,Instant Noodles,train
M41781,6430162,7541573,1/10/14 9:08,"Glucose, Marie & Milk Biscuits",train
M41781,6430162,7575638,1/10/14 9:08,Instant Noodles,train
M41781,6430162,15669965,1/10/14 9:08,Raisins,train
M41781,6430162,15669987,1/10/14 9:08,Other Rice Products,train
M41781,6430162,34990078,1/10/14 9:08,Face Packs & Scrubs,train
M41781,6470570,15668458,23-09-2014 17:11,Brinjals,train
M41781,6470570,34992815,23-09-2014 17:11,Cookies,train
M41781,6470570,15669987,23-09-2014 17:11,Other Rice Products,train
M41781,6470570,21410627,23-09-2014 17:11,Organic Masalas & Spices,train
M41781,6470570,34986115,23-09-2014 17:11,Other Dry Fruits,train
M41781,6470570,34938526,23-09-2014 17:11,Other Sweets,train
M41781,6470570,15668465,23-09-2014 17:11,Root Vegetables,train
M41781,6470570,15669869,23-09-2014 17:11,Moong Dal,train
M41781,6470570,34990389,23-09-2014 17:11,Healthy & Digestive Biscuits,train
M41781,6470570,21410792,23-09-2014 17:11,Cookies,train
M41781,6470570,15669885,23-09-2014 17:11,Moong Dal,train
M41781,6470570,15668381,23-09-2014 17:11,Other Vegetables,train
M41781,6510981,15668375,16-09-2014 22:59,Root Vegetables,train
M41781,6510981,34986115,16-09-2014 22:59,Other Dry Fruits,train
M41781,6510981,34934493,16-09-2014 22:59,Chips,train
M41781,6510981,92380533,16-09-2014 22:59,Regular Pasta,train
M41781,6510981,15668379,16-09-2014 22:59,Other Vegetables,train
M41781,6510981,15669969,16-09-2014 22:59,Cashews,train
M41781,6523991,7572314,3/9/14 18:05,Namkeen,train
M41781,6523991,7569799,3/9/14 18:05,Namkeen,train
M41781,6523991,7653522,3/9/14 18:05,Namkeen,train
M41781,6523991,29252478,3/9/14 18:05,Corn Snacks,train
M41781,6523991,29252416,3/9/14 18:05,Corn Snacks,train
M41781,6523991,29252417,3/9/14 18:05,Corn Snacks,train
M41781,6523991,7572312,3/9/14 18:05,Namkeen,train
M41781,6523991,7586314,3/9/14 18:05,Snacky Nuts,train
M41781,6539156,15669817,7/9/14 10:41,Whole Spices,train
M41781,6539156,15668471,7/9/14 10:41,Beans,train
M41781,6539156,15669864,7/9/14 10:41,Other Dals,train
M41781,6539156,34932063,7/9/14 10:41,Ready Masalas,train
M41781,6574348,15669824,30-08-2014 21:00,Raw Rice,train
M41781,6574348,15668381,30-08-2014 21:00,Other Vegetables,train
M41781,6574348,15668379,30-08-2014 21:00,Other Vegetables,train
M41781,6574348,34990389,30-08-2014 21:00,Healthy & Digestive Biscuits,train
M41781,6574348,15669817,30-08-2014 21:00,Whole Spices,train
M41781,6574348,15668471,30-08-2014 21:00,Beans,train
M41781,6574348,21408947,30-08-2014 21:00,Other Rice Products,train
M41781,6574348,7586311,30-08-2014 21:00,Chips,train
M41781,6574348,15669887,30-08-2014 21:00,Maida,train
M41781,6574348,15668458,30-08-2014 21:00,Brinjals,train
M41781,6574348,15669861,30-08-2014 21:00,Raw Peanuts,train
M41781,6574348,21410792,30-08-2014 21:00,Cookies,train
M41781,6574348,34992815,30-08-2014 21:00,Cookies,train
M41781,6587128,15668449,14-08-2014 17:35,Exotic Vegetables,train
M41781,6587128,15668458,14-08-2014 17:35,Brinjals,train
M41781,6587128,34992815,14-08-2014 17:35,Cookies,train
M41781,6587128,15668465,14-08-2014 17:35,Root Vegetables,train
M41781,6587128,7633836,14-08-2014 17:35,Veg & Fruit,train
M41781,6587128,15669885,14-08-2014 17:35,Moong Dal,train
M41781,6587128,34988229,14-08-2014 17:35,Health Drinks,train
M41781,6587128,15669988,14-08-2014 17:35,Other Dals,train
M41781,6587128,34992037,14-08-2014 17:35,Bread,train
M41781,6587128,15669869,14-08-2014 17:35,Moong Dal,train
M41781,6587128,34994861,14-08-2014 17:35,Cream Biscuits,train
M41781,6587128,15668471,14-08-2014 17:35,Beans,train
M41781,6587128,15668460,14-08-2014 17:35,Gourd & Cucumber,train
M41781,6587128,15669862,14-08-2014 17:35,Other Dals,train
M41781,6587128,34936141,14-08-2014 17:35,Face Packs & Scrubs,train
M41781,6587128,34936184,14-08-2014 17:35,Face Packs & Scrubs,train
M41781,6617186,34987566,24-08-2014 09:01,Whole Spices,train
M41781,6617186,21408942,24-08-2014 09:01,Other Rice Products,train
M41781,6617186,15668688,24-08-2014 09:01,Root Vegetables,train
M41781,6617186,34986482,24-08-2014 09:01,Face Cream,train
M41781,6617186,15669772,24-08-2014 09:01,Other Dals,train
M41781,6617186,15668379,24-08-2014 09:01,Other Vegetables,train
M41781,6617186,34987014,24-08-2014 09:01,Frozen Veg Food,train
M41781,6617186,15669778,24-08-2014 09:01,Other Dals,train
M41781,6657438,92380533,29-07-2014 00:42,Regular Pasta,train
M41781,6657438,7572312,29-07-2014 00:42,Namkeen,train
M41781,6657438,7569801,29-07-2014 00:42,Namkeen,train
M41781,6657438,15668471,29-07-2014 00:42,Beans,train
M41781,6657438,15669869,29-07-2014 00:42,Moong Dal,train
M41781,6657438,92388008,29-07-2014 00:42,Namkeen,train
M41781,6657438,34992815,29-07-2014 00:42,Cookies,train
M41781,6657438,15668458,29-07-2014 00:42,Brinjals,train
M41781,6657438,7569805,29-07-2014 00:42,Namkeen,train
M41781,6657438,34988776,29-07-2014 00:42,Other Sweets,train
M41781,6657438,21410792,29-07-2014 00:42,Cookies,train
M41781,6671388,34994887,1/8/14 23:35,Heat & Eat Ready Meals,train
M41781,6671388,15669773,1/8/14 23:35,Urad Dal,train
M41781,6674478,15669878,2/8/14 17:43,Toor Dal,train
M41781,6674478,15668381,2/8/14 17:43,Other Vegetables,train
M41781,6674478,15669976,2/8/14 17:43,Almonds,train
M41781,6674478,34986112,2/8/14 17:43,Whole Spices,train
M41781,6674478,7587494,2/8/14 17:43,Organic Masalas & Spices,train
M41781,6674478,15669969,2/8/14 17:43,Cashews,train
M41781,6674478,34986123,2/8/14 17:43,Whole Spices,train
M41781,6674478,34986125,2/8/14 17:43,Whole Spices,train
M41781,6674478,15668379,2/8/14 17:43,Other Vegetables,train
M41781,6687161,34988771,18-07-2014 22:05,Other Sweets,train
M41781,6687161,15669773,18-07-2014 22:05,Urad Dal,train
M41781,6687161,7570659,18-07-2014 22:05,Toothpaste,train
M41781,6687161,34987020,18-07-2014 22:05,Frozen Veg Food,train
M41781,6687161,7575638,18-07-2014 22:05,Instant Noodles,train
M41781,6687161,7585037,18-07-2014 22:05,Instant Noodles,train
M41781,6687161,15669764,18-07-2014 22:05,Besan,train
M41781,6687161,21408942,18-07-2014 22:05,Other Rice Products,train
M41781,6687161,93055877,18-07-2014 22:05,Hair Colors & Dyes,train
M41781,6687161,34986471,18-07-2014 22:05,Face Wash,train
M41781,6687161,34932063,18-07-2014 22:05,Ready Masalas,train
M41781,6687161,15668688,18-07-2014 22:05,Root Vegetables,train
M41781,6782691,34993202,7/7/14 21:22,Ice Creams & Desserts,train
M41781,6782691,15668474,7/7/14 21:22,Beans,train
M41781,6782691,15669866,7/7/14 21:22,Other Dals,train
M41781,6782691,92387970,7/7/14 21:22,Namkeen,train
M41781,6782691,15669860,7/7/14 21:22,Moong Dal,train
M41781,6782691,21410792,7/7/14 21:22,Cookies,train
M41781,6782691,34991193,7/7/14 21:22,"Muffins, Cookies & Rusk",train
M41781,6782691,15668458,7/7/14 21:22,Brinjals,train
M41781,6782691,34986125,7/7/14 21:22,Whole Spices,train
M41781,6782691,7572314,7/7/14 21:22,Namkeen,train
M41781,6782691,34991192,7/7/14 21:22,"Muffins, Cookies & Rusk",train
M41781,6782691,15668471,7/7/14 21:22,Beans,train
M41781,6782691,15668381,7/7/14 21:22,Other Vegetables,train
M41781,6782691,7569805,7/7/14 21:22,Namkeen,train
M41781,6782691,7569801,7/7/14 21:22,Namkeen,train
M41781,6782691,15669988,7/7/14 21:22,Other Dals,train
M41781,6782691,15668465,7/7/14 21:22,Root Vegetables,train
M41781,6782691,7586364,7/7/14 21:22,Namkeen,train
M41781,6782691,15669863,7/7/14 21:22,Moong Dal,train
M41781,6782691,7572312,7/7/14 21:22,Namkeen,train
M41781,6785451,15669764,19-06-2014 17:20,Besan,train
M41781,6785451,15669988,19-06-2014 17:20,Other Dals,train
M41781,6785451,15669910,19-06-2014 17:20,Brinjals,train
M41781,6785451,15669832,19-06-2014 17:20,Sugar,train
M41781,6785451,15668379,19-06-2014 17:20,Other Vegetables,train
M41781,6785451,15668471,19-06-2014 17:20,Beans,train
M41781,6785451,15669773,19-06-2014 17:20,Urad Dal,train
M41781,6785451,15669864,19-06-2014 17:20,Other Dals,train
M41781,6785451,34994861,19-06-2014 17:20,Cream Biscuits,train
M41781,6785451,34987566,19-06-2014 17:20,Whole Spices,train
M41781,6785451,21410792,19-06-2014 17:20,Cookies,train
M41781,6785451,15669874,19-06-2014 17:20,Avalakki / Poha,train
M41781,6809920,7572304,27-06-2014 18:07,Namkeen,train
M41781,6809920,7572312,27-06-2014 18:07,Namkeen,train
M41781,6809920,34994861,27-06-2014 18:07,Cream Biscuits,train
M41781,6809920,15669821,27-06-2014 18:07,Whole Spices,train
M41781,6809920,15669817,27-06-2014 18:07,Whole Spices,train
M41781,6809920,34992815,27-06-2014 18:07,Cookies,train
M41781,6809920,15668381,27-06-2014 18:07,Other Vegetables,train
M41781,6809920,15668378,27-06-2014 18:07,Other Vegetables,train
M41781,6809920,7569805,27-06-2014 18:07,Namkeen,train
M41781,6809920,7586308,27-06-2014 18:07,Chips,train
M41781,6809920,7569801,27-06-2014 18:07,Namkeen,train
M41781,6809920,15668458,27-06-2014 18:07,Brinjals,train
M41781,7347129,15668379,15-10-2013 23:12,Other Vegetables,train
M41781,7347129,7585573,15-10-2013 23:12,Cakes,train
M41781,7347129,15668468,15-10-2013 23:12,Beans,train
M41781,7347129,15668471,15-10-2013 23:12,Beans,train
M41781,7347129,15670196,15-10-2013 23:12,Organic F&V,train
M41781,7347129,15668381,15-10-2013 23:12,Other Vegetables,train
M41781,7347129,15668457,15-10-2013 23:12,Brinjals,train
M41781,7361458,7585573,24-10-2013 19:12,Cakes,train
M41781,7361458,15668521,24-10-2013 19:12,Bread,train
M41781,7361458,15668457,24-10-2013 19:12,Brinjals,train
M41781,7361458,15668688,24-10-2013 19:12,Root Vegetables,train
M41781,7361458,15668474,24-10-2013 19:12,Beans,train
M41781,7361458,34985989,24-10-2013 19:12,Mustard Oils,train
M41781,7361458,15668460,24-10-2013 19:12,Gourd & Cucumber,train
M41781,7372309,7569799,31-10-2013 07:52,Namkeen,train
M41781,7372309,15668541,31-10-2013 07:52,Buns & Pavs,train
M41781,7372309,34987216,31-10-2013 07:52,Ice Creams & Desserts,train
M41781,7372309,7569801,31-10-2013 07:52,Namkeen,train
M41781,7372309,7629016,31-10-2013 07:52,Veg & Fruit,train
M41781,7372309,15668457,31-10-2013 07:52,Brinjals,train
M41781,7372309,7569802,31-10-2013 07:52,Namkeen,train
M41781,7372309,15669866,31-10-2013 07:52,Other Dals,train
M41781,7372309,7572302,31-10-2013 07:52,Namkeen,train
M41781,7372309,15668471,31-10-2013 07:52,Beans,train
M41781,7372309,34987222,31-10-2013 07:52,Ice Creams & Desserts,train
M41781,7372309,7633836,31-10-2013 07:52,Veg & Fruit,train
M41781,7372309,7580089,31-10-2013 07:52,Ice Creams & Desserts,train
M41781,7386012,92388000,29-09-2013 20:23,Namkeen,train
M41781,7386012,7586364,29-09-2013 20:23,Namkeen,train
M41781,7386012,7569805,29-09-2013 20:23,Namkeen,train
M41781,7386012,7572302,29-09-2013 20:23,Namkeen,train
M41781,7386012,7569802,29-09-2013 20:23,Namkeen,train
M41781,7386012,7569801,29-09-2013 20:23,Namkeen,train
M41781,7386012,15668594,29-09-2013 20:23,Exotic Vegetables,train
M41781,7386012,7569799,29-09-2013 20:23,Namkeen,train
M41781,7386012,92387970,29-09-2013 20:23,Namkeen,train
M41781,7386012,7753743,29-09-2013 20:23,Health Drinks,train
M41781,7386012,15668379,29-09-2013 20:23,Other Vegetables,train
M41781,7386012,15668494,29-09-2013 20:23,Exotic Vegetables,train
M41781,7395486,15668457,5/10/13 17:59,Brinjals,train
M41781,7395486,15668460,5/10/13 17:59,Gourd & Cucumber,train
M41781,7395486,34987221,5/10/13 17:59,Ice Creams & Desserts,train
M41781,7395486,15668471,5/10/13 17:59,Beans,train
M41781,7395486,7569801,5/10/13 17:59,Namkeen,train
M41781,7395486,7586357,5/10/13 17:59,Chips,train
M41781,7395486,15669781,5/10/13 17:59,Rice Flour,train
M41781,7395486,34987224,5/10/13 17:59,Ice Creams & Desserts,train
M41781,7410716,7585571,6/9/13 16:40,Cakes,train
M41781,7410716,34987224,6/9/13 16:40,Ice Creams & Desserts,train
M41781,7410716,7586364,6/9/13 16:40,Namkeen,train
M41781,7410716,15668457,6/9/13 16:40,Brinjals,train
M41781,7410716,7572311,6/9/13 16:40,Namkeen,train
M41781,7410716,7585573,6/9/13 16:40,Cakes,train
M41781,7410716,7573027,6/9/13 16:40,Antiseptics,train
M41781,7410716,34987220,6/9/13 16:40,Ice Creams & Desserts,train
M41781,7434471,34986118,20-09-2013 18:22,Whole Spices,train
M41781,7434471,7569802,20-09-2013 18:22,Namkeen,train
M41781,7434471,15668379,20-09-2013 18:22,Other Vegetables,train
M41781,7434471,15669764,20-09-2013 18:22,Besan,train
M41781,7434471,15668477,20-09-2013 18:22,Exotic Vegetables,train
M41781,7434471,15668471,20-09-2013 18:22,Beans,train
M41781,7434471,6884195,20-09-2013 18:22,Instant Noodles,train
M41781,7434471,15668381,20-09-2013 18:22,Other Vegetables,train
M41781,7434471,15668462,20-09-2013 18:22,Gourd & Cucumber,train
M41781,7434471,7585573,20-09-2013 18:22,Cakes,train
M41781,7434471,15668457,20-09-2013 18:22,Brinjals,train
M41781,7434471,92388000,20-09-2013 18:22,Namkeen,train
M41781,7434471,15669969,20-09-2013 18:22,Cashews,train
M41781,7434471,15669860,20-09-2013 18:22,Moong Dal,train
M41781,7434471,7569801,20-09-2013 18:22,Namkeen,train
M41781,7434471,15669863,20-09-2013 18:22,Moong Dal,train
M41781,7434471,15669988,20-09-2013 18:22,Other Dals,train
M41781,7434471,15669884,20-09-2013 18:22,Whole Spices,train
M41781,7446808,15668519,19-08-2013 20:20,Bread,train
M41781,7446808,15668379,19-08-2013 20:20,Other Vegetables,train
M41781,7446808,15668468,19-08-2013 20:20,Beans,train
M41781,7446808,15668457,19-08-2013 20:20,Brinjals,train
M41781,7446808,7585573,19-08-2013 20:20,Cakes,train
M41781,7463540,15668379,30-08-2013 07:40,Other Vegetables,train
M41781,7463540,15668457,30-08-2013 07:40,Brinjals,train
M41781,7463540,15668381,30-08-2013 07:40,Other Vegetables,train
M41781,7463540,15668688,30-08-2013 07:40,Root Vegetables,train
M41781,7480674,7580089,31-07-2013 18:18,Ice Creams & Desserts,train
M41781,7480674,15668381,31-07-2013 18:18,Other Vegetables,train
M41781,7480674,7580088,31-07-2013 18:18,Ice Creams & Desserts,train
M41781,7480674,15668457,31-07-2013 18:18,Brinjals,train
M41781,7480674,7569799,31-07-2013 18:18,Namkeen,train
M41781,7480674,15668688,31-07-2013 18:18,Root Vegetables,train
M41781,7480674,7586364,31-07-2013 18:18,Namkeen,train
M41781,7480674,7621709,31-07-2013 18:18,"Glucose, Marie & Milk Biscuits",train
M41781,7480674,92388000,31-07-2013 18:18,Namkeen,train
M41781,7480674,15669864,31-07-2013 18:18,Other Dals,train
M41781,7480674,7569801,31-07-2013 18:18,Namkeen,train
M41781,7480674,7585573,31-07-2013 18:18,Cakes,train
M41781,7497811,7572300,10/8/13 17:13,Namkeen,train
M41781,7497811,34986134,10/8/13 17:13,Whole Spices,train
M41781,7497811,21408942,10/8/13 17:13,Other Rice Products,train
M41781,7497811,7580088,10/8/13 17:13,Ice Creams & Desserts,train
M41781,7497811,7653522,10/8/13 17:13,Namkeen,train
M41781,7497811,7580089,10/8/13 17:13,Ice Creams & Desserts,train
M41781,7497811,34987569,10/8/13 17:13,Powdered Spices,train
M41781,7504140,15668451,5/7/13 18:38,Brinjals,train
M41781,7504140,92380533,5/7/13 18:38,Regular Pasta,train
M41781,7504140,34987566,5/7/13 18:38,Whole Spices,train
M41781,7504140,15668462,5/7/13 18:38,Gourd & Cucumber,train
M41781,7504140,15670009,5/7/13 18:38,Almonds,train
M41781,7504140,7633836,5/7/13 18:38,Veg & Fruit,train
M41781,7504140,15668474,5/7/13 18:38,Beans,train
M41781,7504140,15669880,5/7/13 18:38,Sooji & Rava,train
M41781,7504140,15669760,5/7/13 18:38,Whole Spices,train
M41781,7504140,15668688,5/7/13 18:38,Root Vegetables,train
M41781,7504140,15668457,5/7/13 18:38,Brinjals,train
M41781,7504140,15669970,5/7/13 18:38,Cashews,train
M41781,7504140,15668378,5/7/13 18:38,Other Vegetables,train
M41781,7504140,7633839,5/7/13 18:38,Veg & Fruit,train
M41781,7504140,15669887,5/7/13 18:38,Maida,train
M41781,7504140,7580034,5/7/13 18:38,Ice Creams & Desserts,train
M41781,7504140,7585573,5/7/13 18:38,Cakes,train
M41781,7520280,7570686,15-07-2013 14:04,Hair Colors & Dyes,train
M41781,7520280,7569799,15-07-2013 14:04,Namkeen,train
M41781,7520280,15668457,15-07-2013 14:04,Brinjals,train
M41781,7520280,15668471,15-07-2013 14:04,Beans,train
M41781,7520280,7572304,15-07-2013 14:04,Namkeen,train
M41781,7520280,7736902,15-07-2013 14:04,Namkeen,train
M41781,7520280,7569801,15-07-2013 14:04,Namkeen,train
M41781,7520280,15668468,15-07-2013 14:04,Beans,train
M41781,7520280,7735707,15-07-2013 14:04,Namkeen,train
M41781,7520280,15669864,15-07-2013 14:04,Other Dals,train
M41781,7520280,15668381,15-07-2013 14:04,Other Vegetables,train
M41781,7520280,7572300,15-07-2013 14:04,Namkeen,train
M41781,7520280,92388000,15-07-2013 14:04,Namkeen,train
M41781,7520280,15669860,15-07-2013 14:04,Moong Dal,train
M41781,7520280,15669861,15-07-2013 14:04,Raw Peanuts,train
M41781,7532285,15669863,22-07-2013 00:20,Moong Dal,train
M41781,7532285,34987222,22-07-2013 00:20,Ice Creams & Desserts,train
M41781,7532285,15668460,22-07-2013 00:20,Gourd & Cucumber,train
M41781,7532285,15669773,22-07-2013 00:20,Urad Dal,train
M41781,7532285,7586366,22-07-2013 00:20,Namkeen,train
M41781,7532285,34987224,22-07-2013 00:20,Ice Creams & Desserts,train
M41781,7532285,7589701,22-07-2013 00:20,Health Drinks,train
M41781,7532285,15669910,22-07-2013 00:20,Brinjals,train
M41781,7532285,92956737,22-07-2013 00:20,Buttermilk,train
M41781,7532285,7585573,22-07-2013 00:20,Cakes,train
M41781,7545402,15668457,18-06-2013 17:54,Brinjals,train
M41781,7545402,7585037,18-06-2013 17:54,Instant Noodles,train
M41781,7545402,7575638,18-06-2013 17:54,Instant Noodles,train
M41781,7545402,15668462,18-06-2013 17:54,Gourd & Cucumber,train
M41781,7545402,7589701,18-06-2013 17:54,Health Drinks,train
M41781,7545402,15669778,18-06-2013 17:54,Other Dals,train
M41781,7545402,15668471,18-06-2013 17:54,Beans,train
M41781,7545402,7642485,18-06-2013 17:54,Ice Creams & Desserts,train
M41781,7556942,7572312,26-06-2013 18:43,Namkeen,train
M41781,7556942,7621709,26-06-2013 18:43,"Glucose, Marie & Milk Biscuits",train
M41781,7556942,7572314,26-06-2013 18:43,Namkeen,train
M41781,7556942,15669865,26-06-2013 18:43,Other Dals,train
M41781,7556942,7580089,26-06-2013 18:43,Ice Creams & Desserts,train
M41781,7556942,7569799,26-06-2013 18:43,Namkeen,train
M41781,7556942,7572304,26-06-2013 18:43,Namkeen,train
M41781,7556942,7569805,26-06-2013 18:43,Namkeen,train
M41781,7556942,7585573,26-06-2013 18:43,Cakes,train
M41781,7556942,7569801,26-06-2013 18:43,Namkeen,train
M41781,7556942,7569802,26-06-2013 18:43,Namkeen,train
M41781,7556942,15669879,26-06-2013 18:43,Other Dals,train
M41781,7556942,15669856,26-06-2013 18:43,Sugar,train
M41781,7556942,15668381,26-06-2013 18:43,Other Vegetables,train
M41781,7556942,7593949,26-06-2013 18:43,Cream Biscuits,train
M41781,7574942,7578348,25-05-2013 18:28,Other Sauces,train
M41781,7574942,15669988,25-05-2013 18:28,Other Dals,train
M41781,7574942,92380533,25-05-2013 18:28,Regular Pasta,train
M41781,7574942,7587669,25-05-2013 18:28,Organic Dals & Pulses,train
M41781,7574942,7587663,25-05-2013 18:28,Organic Dals & Pulses,train
M41781,7574942,15668457,25-05-2013 18:28,Brinjals,train
M41781,7574942,7587491,25-05-2013 18:28,Organic Flours,train
M41781,7574942,7569801,25-05-2013 18:28,Namkeen,train
M41781,7574942,15668381,25-05-2013 18:28,Other Vegetables,train
M41781,7574942,7587658,25-05-2013 18:28,"Organic Salt,Sugar & Jaggery",train
M41781,7574942,15668688,25-05-2013 18:28,Root Vegetables,train
M41781,7574942,7569802,25-05-2013 18:28,Namkeen,train
M41781,7574942,7587667,25-05-2013 18:28,Organic Dals & Pulses,train
M41781,7574942,7543241,25-05-2013 18:28,Organic Dals & Pulses,train
M41781,7581854,7540256,30-05-2013 23:52,Basmati Rice,train
M41781,7581854,7570686,30-05-2013 23:52,Hair Colors & Dyes,train
M41781,7581854,7585573,30-05-2013 23:52,Cakes,train
M41781,7581854,15668458,30-05-2013 23:52,Brinjals,train
M41781,7581854,15670157,30-05-2013 23:52,Organic F&V,train
M41781,7598034,15668381,9/6/13 18:48,Other Vegetables,train
M41781,7598034,92388008,9/6/13 18:48,Namkeen,train
M41781,7598034,7572313,9/6/13 18:48,Namkeen,train
M41781,7598034,7569801,9/6/13 18:48,Namkeen,train
M41781,7598034,15668542,9/6/13 18:48,Buns & Pavs,train
M41781,7598034,15668474,9/6/13 18:48,Beans,train
M41781,7598034,7586364,9/6/13 18:48,Namkeen,train
M41781,7598034,15668460,9/6/13 18:48,Gourd & Cucumber,train
M41781,7607816,15668688,29-04-2013 21:34,Root Vegetables,train
M41781,7607816,15669772,29-04-2013 21:34,Other Dals,train
M41781,7607816,7569802,29-04-2013 21:34,Namkeen,train
M41781,7607816,7572303,29-04-2013 21:34,Namkeen,train
M41781,7607816,15668471,29-04-2013 21:34,Beans,train
M41781,7607816,7633836,29-04-2013 21:34,Veg & Fruit,train
M41781,7607816,7569801,29-04-2013 21:34,Namkeen,train
M41781,7607816,15669769,29-04-2013 21:34,Other Dals,train
M41781,7607816,15669866,29-04-2013 21:34,Other Dals,train
M41781,7607816,15668379,29-04-2013 21:34,Other Vegetables,train
M41781,7607816,7575638,29-04-2013 21:34,Instant Noodles,train
M41781,7607816,7586364,29-04-2013 21:34,Namkeen,train
M41781,7607816,92388008,29-04-2013 21:34,Namkeen,train
M41781,7607816,15669886,29-04-2013 21:34,Sooji & Rava,train
M41781,7607816,92387970,29-04-2013 21:34,Namkeen,train
M41781,7607816,15668457,29-04-2013 21:34,Brinjals,train
M41781,7607816,93319504,29-04-2013 21:34,Ready Mix,train
M41781,7607816,15669998,29-04-2013 21:34,Other Dals,train
M41781,7612820,7578348,4/5/13 19:05,Other Sauces,train
M41781,7612820,7580823,4/5/13 19:05,Sunflower Oils,train
M41781,7612820,15668460,4/5/13 19:05,Gourd & Cucumber,train
M41781,7630140,15668688,17-05-2013 18:43,Root Vegetables,train
M41781,7630140,15668457,17-05-2013 18:43,Brinjals,train
M41781,7630140,15668474,17-05-2013 18:43,Beans,train
