rating,review
5,"This jacket feels like a throw blanket, but has shape and is appropriate to wear both casually or dressed up to make it profession enough to wear to the office. the jacket is bias cut and longer in the back to cover your rear. since it's fleece, the sleeves roll up easily and you can move around in it with ease. it has pockets big enough to carry your phone. i'm 5'7"" 135 with a small chest and i got the jacket in my normal size small and it's loose enough for me to wear layers underneath. if i w"
5,This will be a frequently worn item. print is beautiful and the fit is comfy and classy.
5,I love this top. i'm wearing it today. i bought it to wear under blazers and it works perfectly. i knew it would be slim fitting and while i normally buy med or sometimes small i bought the large and i'm glad i did. it's still form fitting without strangling me the color is very nice as well. nice fabric and well made. a great layering basic.
2,"I wanted to love this dress. the cut, fit and color are adorable. unfortunately the fabric is super thin. due to the material type it can be clingy in a manner that requires the anti-static spray your mom used to use in the 80s. i was on the fence of keeping it, but if there is so much as a wrinkle in your panty-line the whole world will see it. i would hate to have to wear a slip with this due to static issue. i am most likely going to return it; even at 15% off, it is over-priced for the cheap"
5,"This is a beautiful shirt. dressy, imo. it's tts, i would not size down in this shirt. can wear w/ black, white, moss, khaki, jeans, etc... love it."
4,"I bought this dress in the cream color. it was sold out online in most sizes but i stumbled upon it in person and immediately had to have it. i'm usually xs or small, and bought the small. they did not have an xs available so i can't compare, but the small was flattering and comfortable. i'm 5'5"" 120 (34c) and it falls perfectly at my ankles (no dragging) and looks great with simple, neutral sandals. as some reviewers have mentioned it has some weight to it, so it's probably not great for hot da"
5,I tried this dress on on a whim and will definitely be getting it! the fit was perfect as it is not to structured so its really a more relaxed piece even though it doesnt look it... but the way you feel when you wear it is just magical!! i love this dress!!!
5,I ordered this on a whim and am so glad that i did. it's a great color shirt and the embroidery is perfect. i like the length of the shirt.
5,"Rec'd so many compliments on this.  absolutely beautiful, comfortable and versatile.  try it with white crops and cute heels!"
5,
5,"I was a little hesitant when i ordered this dress, but needed something for my husband's company dinner. this dress is perfection! i'm 5'9"", about 160 (i got it in medium), definitely on the curvier side and this dress hugged all my curves in the right places! love the ruching, hides all the imperfections. the color is gorgeous, paired it with a black cardigan and black heeled shooties, got so many compliments! on a plus side, my husband couldn't keep his hands off me all night, kept going on an"
5,"These pants fit the bill! they're soft and very comfortable. easy to wear day and night. these are a little higher on the waist, which i love. purchased two pair! i purchased the regular and they come to my ankles."
4,"I got this number in the turquoise and i hadn't expected the skirt to be ribbed! are they all like that? retailer was out of the petites, so i sized down in a regular instead -- yeah, that didn't work. i definitely needed the petite version and perhaps should have even sized up. the bust was scandelously tight. in the end the dress wasn't flattering on my figure the way this style usually is on me -- the proportions were off somehow. it's just not one of those dresses that curvy petite girls shoul"
2,"I've had a lot of misses from retailer lately. i've loved this dress since i first saw it in the spring/summer releases and gave it a try when it went on sale. when it arrived i literally lol. it's an ill fitting nightgown. the size small was a tent on me and it's so flimsy and sheer it probably shouldn't be worn in public. there's a short sheer slip that comes with it but unfortunately doesn't do much. pass, ladies."
5,This is a wonderful top. it looks great with jeans and shorts. feminine and clever design. many compliments.
5,"When i saw this dress online - it was a must have. i preordered immediately and had my fingers crossed that i'd get it! thankfully it did! this dress has blown me away. it exceeds all expectations!!! i ordered an xl which is a normal size for me and i'm glad i did! the body is very swingy but the top is true to size. the print is magical. whimsical, bold,  bohemian and transitional into every single season. i am 5'8 and the dress hits just above my knees. i feel gorgeous in it. the ""woven cotton"
3,"I thought that it looked like it belonged on a 15 year-old. i can almost see why they styled the model in what looks like ankle socks....ready for cheerleading. for reference it fits true to size, but is very short. i am 5'2"" and tried on a regular small - it was at least 5 inches above my knee."
5,"I saw this vest the week it came in the store. i was hesitant, thinking, ""what do i have to go with this?"" i left the store and had to go back and purchase it. i'm so happy i did! it really does go well simple tops (dressy or casual). it is also perfect for the ""winter white"" trend happening this year!"
5,"I got this shirt in an xxsp, and it has a great slim body. the front ruffle isn't overpowering, although i don't love the ruffles on the sleeves. i think it's just a little too much, but they aren't visible under a sweater or jacket. the length is just right, so the shirt can be tucked in or left untucked without looking long and messy. the silk is just a touch sheer but not too see-through. it's a good shirt."
5,"So cute! rompers are hard because they are so cute but rarely work for all body types. this one is so super cute. the material is so soft and comfy, feels silky. i got a small and fits perfect. i'm 5'4"" and 117lbs so it runs very true to size when most clothes from retailer run big. i love rompers but only have one other one. this is by far my favorite! i can't wait until it's much warmer and i can wear it all the time."
5,"This is a love at first sight item! bought that home after seeing it on the model. very soft and lovely! especially love the tie back! i wore it with a t shirt underneath. i am 5'4"" and size small. i bought xs and still a bit long. wish they have petite at the store."
5,"Love these pants - they are a perfect color, are of a good weight (i sometimes worry that light-colored pants are going to be see through), and fit wonderfully. they are true to size and are narrow down the leg - perfect for flats, boots, booties, or sandals for summer!"
5,"I just saw this vintage style blouse at my local store and tried it and think this blouse is amazingly beautiful! it's actually very well made and a tad heftier than i imagined from the picture. there's different strips of gorgeous lace all over including that amazing lace at the collar and bib, the arm holes are just perfect in my regular size small (34d-27-35) so it runs tts and i didn't find this overly blousy myself though that's just part of its charm. you'll need an undershirt or something"
5,This coat is so beautiful! like others i wouldn't have even considered it online but i tried it on in the store and absolutely fell in love with. it is the softest material ever and is so flattering on.
4,"The cut, design, and fit were great on this top. however, a few people have written reviews that the top is not see-through. that was not my experience. the top was very sheer and even a nude bra was clearly outlined in it. sadly that was a deal breaker for me and i had to return it. also, on a side note i don't appreciate receiving a garment in the mail from an online order that already had make-up stains on the collar. so just watch out for that."
5,I purchased this sweater online and it's amazing. styling with jeans is nice but to me dark navy pants works the best.
3,"Really liked this dress, but it ran too big for me."
5,"This top is so pretty and feminine. the different floral patterns work very well together and add an interesting flare to this unique blouse. the fit is very comfortable yet still very flattering due to the empire waist and flared sleeves. the fit is true to size, i usually wear a size medium or 10 in retailer tops and the size 10 fit quite nicely. this top is a great addition to any spring wardrobe and should transition nicely into summer as well."
4,"I purchased the navy in this top and i really like the design and the style for the price (i believe the navy is on sale). my issue is that i do have to wear either a camisole or a little bralette or bandeau or something under it because it is too low cut in the front on me and the arm holes are ridiculously large. i might have been better off sizing down, but i bought it online, so i just decided to live with it. pretty top, though i do think it runs large."
4,I like how this dress is really different and fun with the slit up the front and the short layer revealed underneath. it can be worn in many seasons. i wore it yesterday with sandals but i could also see wearing it with booties and a cardigan. cute dress!
5,This top is so pretty and feminine. i love how the design and quality of this top.
5,"This skirt is gorgeous, sturdy, well constructed. i was afraid the midi length would look frumpy, but it was beautiful. it has a nice lining, flares into a pretty a line, and has a pull tab belt around the waist to cinch it a bit. i am normally a 2-4, and i bought the 4. it was a bit big, but the belt helped with that. i wore it for my bridal shower and got many compliments!"
5,"Bypassed this blouse online, but it's striking colors caught my eye at the store. bought the olive green color and it's gorgeous! the color is great for both spring and fall. i'm normally a petite xs at 5'0 feet and 104 pounds, the regular xs is a great fit for me. not too boxy and the length hits right at my waist. material is lighweight and flowey. don't hesitate to buy, it's a great piece to add some pop of color and goes great with skinny jeans.."
4,"These pants fit great, true to size, heavy enough to withstand winter, and the knees don't stretch out as some pants are prone to experiencing. the one problem is that the zipper is exposed on the inside of the pants so it tends to rub against my upper leg and can be quite uncomfortable. it's nothing wearing a pair of spanx couldn't take care of so i've kept them despite this design flaw."
4,
4,"Great quality, i didn't expect the neck to be so wide but it still looks nice."
5,"I love this dress. be warned that even at 5'4"" it is right on the edge of the shortest length that i can get away with wearing. i probably will not wear it to church but for a special event, dinner, or the theater it will be an eye catching statement piece without being over the top. it has a quiet appeal. both layers of fabric are thin but that helps it to conform to my figure without hugging it. it softly drapes showing an hourglass while being extremely comfortable. i think some reviewers int"
3,"I got this shirt in stores because it went on sale! i was excited to wear it, but it felt a little long on me. i decided that after a regular wash, it would help it. after washing, it shrunk way more than my other retailer clothes! now the arm straps feel really tight and the fabric lost its flowy-ness. it's a classic shirt, but it may not be worth the price for the quality of the fabric. be careful when washing."
4,"Loved this top from the moment i saw it. i was bummed that this top wasn't available in petite sizes, but since it was my birthday i thought i would treat myself. i purchased the xs. after receiving it and trying it on, it was big under the arms and waist area, i kind of expected that since i am always a 00p in most retailer clothes. i had the top altered at a local tailor and now it fits me perfect."
4,I would absolutely recommend this dress if you have the right body type.
5,"I have never been able to find a maxi dress that just fits me. i'm pretty short (5'2"") and the xs petite comes exactly to my ankles. no hemming necessary! the neckline is very flattering and the waist is a semi-empire elastic waistline that makes this dress both elegant and comfortable. the dress is very stretchy but doesn't look like it. it is absolutely one of my ""summer staples"" now - especially for traveling. if i could have this dress in fifty different patterns i would."
5,"I saw this dress in my local retailer store, and am not sure why i did not try it on then, but later at home it began to haunt me. i loved the colored embroidery against the black. my husband and i will be traveling to europe later this fall and i wanted to take a dress with me that wouldn't take up too much room, and be suitable for times when i wanted to dress-up a little. online i saw that it was available in the petite, and with the reviews warning that it ran large i opted for a medium petite"
4,This dress is so cute but it definitely is highly as other reviewers have stated.
5,"I am so happy with this! i was pleasantly surprised upon receiving it as i expected it to be of lesser quality than what i found it to be. it is a medium weight weave, grey sweater with a beautiful design and texture; one of those pieces that you will tire of long before it wears out! it is a great layering piece but not over bulky or structured tops as it is very smooth fitting without a whole lot of give. that is to say it is not loosely woven so it is better over a snug fitting item. the colo"
4,"This dress is so comfortable, and i love the unique faux leather skirt and lace design. it really adds a special touch to the dress. i only gave it four stars because the top half is pretty boring...i wish the neckline wasn't so matronly. i'll definitely need a bib necklace or scarf to dress it up. i'm 5'5"" and 115 and ordered the xs. i wish the dress cut in a little more at the sides to accentuate an hourglass figure, also. my husband loved it."
5,"I agree a few others, it may be a little bit boxy but i don't even care because it's so beautiful! definitely a top i'm going to love long after this floral craze the fashion world is in begins to fade."
5,"The only negative thing i have to say is that the color in person is different than the picture- it is much more of a coral pink than a rosy pink, which is fine just a tad unexpected! i ordered a size 8 and it fits perfectly (32ddd chest). the laser cut outs in the yoke add a very nice feminine, unique touch to an otherwise basic top. i can't wait to wear it!"
5,"Perfect cozy sweater, nice details. exactly what i wanted to upgrade from sweatshirts."
2,"I was really excited about this dress- the style looked like it would be a spring/summer staple in my retailer-heavy wardrobe. i was really surprised when i received it in the mail. the dress is quite thin cotton fabric and feels cheaply made. for the price, i could purchase a much higher quality dress elsewhere that would hold up better. i've been an retailer fan for more than an decade, but this trend of higher prices for lower quality is disappointing and insirpring me to leave a review for the f"
4,"I really liked this top when i tried it on but as i wore it the bottom of the sleeves stretched out terrible where they looked worn out from wearing over and over, and since this happened with the first wearing and i paid $88.00 i sent it back. if it hadn't been for that it's a comfy and cute casual top"
4,"I bought the white with the colorful stripes. i am not disappointed. the sleeves are rolled and tacked. it seems to run a little big in the torso. all in all, a great summer tee."
5,"I wasn't sure how this top would look on me but i just love it! i am 5'3"", 115 lbs and i ordered the petite small. i may even been able to get away with petite xs. i did not find this top too full, long or tentlike at all. i have a bust as well and it looks very flattering on me. i wore it with denim shorts and it will look great with skinny jeans. i would also wear it on the beach as a cover up. very versatile. i love the color and pattern on the top and really love the black lace on the bottom"
4,"I am a small, athletic build and typically wear an xsmall in tops. naturally, in something with a more straight fit and blousy shape, an xsmall would be appropriate. i ordered it and was super bummed. the lace detail made the collar lay funny and the shoulders were too tight. i liked the sheer fabric though and the lace details and decided to order a size up. i am so glad i did because everything laid like it was supposed to. this top is beautiful with a sexy, but refined look. i plan to dress i"
5,"Beautiful jacket for a light day. fits a little large., so if you want it to fit a little more tailored look, order down a size."
4,"Beautiful dress but runs very large. it is made of a material that does not breath so if you tend to run hot, skip this dress. great style and looks good on almost any body type. colors are very attractive and is dressy enough for special occasions,"
4,"I was debating getting the petite vs. regular sizing. i ended up going with the regular sizing for the addition couple of inches in length. it is very comfortable and not at all a sweatshirt but more of a heavyweight, wider long sleeve."
3,"The fabric is so beautiful that i am tempted to buy in a large size and have re-made. the waist is tiny. the hips are wide. when it goes to half price, i may be tempted to take it to my favorite alterations lady. the fabric is that exceptionally beautiful."
3,"I love the metallic colors of this top and figured i could wear it under a ruched jacket and circle skirt for work. welp, that's out the window. this design is poor. for one, this is not a piece for a petite woman with no torso and i don't know how anyone with a longer torso wears t his. this hits above my belly botton on and i got apetite 2. i have no torso. so, without a jacket, i would never wear this. it's very low cut..the back is very low..it's a little loose but i run between a 2 and a 4."
3,
5,"I wore this dress for an after party the day of my wedding day in new orleans. going to a music lounge!! seriously, i kept getting compliments!!! it's fits beautiful and i just love the different type of patterns!"
5,"If i could live in pilco jeans i would. maybe that's my goal for 2016. they are so comfortable and flattering! i sized down as others and i'm really happy with the fit. my other pilcos are a skin tight 30, but these are a comfortable 29."
5,
5,Beautifully cut and styled!its versatile and can be paired with trousers or a skirt
5,"I love how comfortable this dress is! i ordered an xs and it fit perfectly (i'm 5' 4"" and it falls to just above my knee). it holds its shape and is very flattering. pair it with a cute denim jacket and ankle boots for fall, or a light scarf and ballet flats for spring!"
5,"I am very glad i purchased these shorts on sale. bought the coral color in a large. 5'7"" 140lbs with a generous underside and long legs, i usually wear a m or a l in yoga pants. the l here fits really nicely--not too tight and enough length in the inseam so that i don't feel silly practicing outdoors in the park. the rise is also perfect."
5,"Love these pants i bought them in two colors! flattering fitting!! im 5'4 120lbs 36"" hip. i bought these in size 25. sometimes i don't like petit sizing but these petite at 30"" long inseam still gave me enough length to wear with heals. there is the usual good and bad with linen - after you wear them once you need to iron because they look too wrinkled and worn. the linen is light and washed - unfortunately i don't think these pants will hold up for more than a two years. i'll love them while i"
5,"These fit quite well, and it's rare that i find shorts that fit well without being too tight. great for spring or summer. fits tts."
4,"These days i am more like a 6 after gaining some weight. when i was in my local retailer the other day i happened upon this dress only in a small/petite. i tried it on and it actually fit me very well. i am 5 foot 6 so i thought the petite might be too short or wouldn't work, but surprisingly it fit my body type. i think i'll like wearing it best with a pair of wedges or heels. like most other reviews i'm inclined to agree that the regular size has too much fabric going on and probably is s"
5,
5,"I definitely recommend this shirt. it's lights and airy, something you can wear everyday."
4,"I tried this product in store in red and fell in love with the fit, it fits in the most beautiful flattering way, red looked gorgeous - rich glossy fabric, this could easily be one of those effortless summer transition pieces that can go from a day dress into incredible sexy night outfit. the fabric was very lush and had this rich gloss to it, i have never seen a fabric like that, it almost looked coated. red being such a statement piece was a bit too much for me, so i decided to order the produ"
5,"I am not a fan of unlined bras, but this one was so pretty i had to try it. the lace doesn't look cheap, but overall i wouldn't have wanted to pay full price. it fits well and the support offers a nice shape (no cone!). i might go back for the other color."
5,
5,"I've been on the lookout for a great quality basic black and white stripe shirt. it's easy to find the super cheap ones that last you maybe four wears. this one is great quality, extremely soft, and comfortable. i'm usually a small in tops, but got this in a medium so that it would fit like the model, slightly loose, i didn't want it body hugging. so, if you're looking for that fit, go up a size, it doesn't stretch out much."
5,"These are the best leggings i've ever worn. because they are structured and substantial, they are less casual than ordinary leggings. i bought them for a trip to paris, and i wore them many times. they're sleek, stylish, comfortable, and they go with everything!"
4,"I was walking by my local retailer and saw this in the window and loved the colors. it's a great combination and looks good with white jeans, and regular denim. i like the cuffs on the sleeves and the textured material. it is a kimono - so in essence it is not form fitting. it's meant to flow over whatever else you have on. i purchased the xs/s and i am a normal size 2 and it looks cute. i got lots of compliments when i wore it! there are slits on either side at the bottom hem as well which allow"
5,"Comfortable, cool-perfect summer tank. ordered  one for my daughter(small), had to get myself one too(medium)-both tts. great for errand runs, around house, lounging, sleeping. seems better made than more expensive tops ordered as of late. good job retailer"
5,
5,What a great purchase (especially on sale!) as this tank can't get more comfy. the material is soft and great to wear during those warm weather months. love it!
4,"When i saw this dress online, i immediately passed on it. but i was drawn to it's faint shimmer and soft feel in the store and decided to try it on. i am usually xs - s in dresses and tried the xs (5'4, 34b, 27 waist). it fit beautifully. it comes about a couple of inches above my knee and makes me look slim from the side - which isn't typical of shift dresses. i plan on wearing it with flats now and tights and booties when the weather gets cooler. would be a great holiday or new years eve dress"
5,"I absolutely love this cardigan! it is so soft and goes with anything. it can be dressed up or down. it is definitely my new ""go to"" for airplane travels. highly recommend!!"
5,I was very happy to snag this dress at such a great price! it's very easy to slip on and has a very flattering cut and color combo.
4,"The dress is beautiful! it is very long, romantic, and feminine. i am 5'10"" and it touches the ground. i tried on an xl, (normally i am a l and today i wore a size m retailer dress to work) and i could not even begin to zip the xl dress. the arms were fine. i think i would need 2-3 sizes higher. i am so sad because it is so beautiful."
4,"The tunic shown here (black and white) is the style i purchased, but not the color scheme. the one i got has a navy background with colorful large dots. the top is very cute, but has one drawback. it has covered buttons all the way down...and the top area gaps a bit so you can see your bra. i remedied the situation by sewing down the area on the placket around the top two buttons. worked like a charm! my new favorite top."
4,"I love the deep v - very flattering. bummed that it's made with polyester, but it's light and easy."
5,"First of all, i'm not a ""navy"" person at all. i much prefer black or other bright colors. i received an e'mail showing this trench last saturday and i pulled it up online and noticed how darling it looked. i didn't order it, but i went back the following day to check it out again. it was nowhere on the website. then a few days ago, back it popped up online again. i noticed it wasn't in my local store so i thought i'd go in and look this weekend. i just had to see it. i actually made it to the st"
4,"The longer back makes this one of my favorite pieces for fall. the navy blue pairs well with the floral accents on the back. this blouse is a little too sheer for my liking, but nothing a cami cannot fix."
5,This is so comfortable and flattering and hides everything but yet is fun! i actually love to wear it with jeans. and it goes great with a really great piece of jewelry.
3,"I had really high hopes for this dress, and i am still unsure if i'll keep it or not. i ordered both a small and a medium because i was unsure of this brand. the small fit (i""m usually a 4 s/m at retailer - 34b, 140 lb, 5'8"") just like it does on the model, only the photo online gives the illusion that this is a slight fit-and-flare dress. this is a shift with pleating subtleties on the bustline that bring it in slightly. also, the colors should be more like ""blue multi"" because there's a bright a"
5,"This top is so cute. a little cropped, light for a sweater tank in my opinion, and runs a little big so i sized down one size. beautiful fabric and fit, the ruffles are such a fun addition! definitely recommend with a high waisted pant or skirt for work - so cute!"
5,"Such a gorgeous top, the detail and fit are amazing. however, after wearing the top for about 8 hours, 7 of the center rinestones fell off. the beads on the sleeves also snagged the embroidery where the sleeve touches the body. but, i love the top so much, i exchanged it for another and hoping i have better luck with quality this time around."
3,"For my body type, this top looked ridiculous! i am small-busted and thinnish on top. this seemingly very pretty top look like a big rectangle on me. very unflattering. hard to tell if it was true-to-size because it hung so wide. i think for a gal with more substantial upper body (i.e., boobs) this would work better."
5,"I ordered this dress in a size 6. for reference i am 5'7"", 145 lbs. i love it! the fit is perfect. unlike other reviews, i was aware the hem was unfinished, and i like the look. the top part does not seem to short. the style, to me is kinda retro. i wore the dress with flip-flops and a large chunky necklace. i received lot's of compliments, it is my favorite dress right now!"
5,Purchased this top in navy blue. it is versatile. appropriate for the office and to go out. i specifically like the look with white jeans. it looks put together. the quality is good and there are several nice detsils in the design. highly recomnend it.
5,I am six feet tall so this will definitely be a tunic with jeans or leggings but if you are shorter it could easily be a dress. lovely pattern with soft cozy fabric. nice weight and hangs well. definitely a keeper!
5,"I bought a few of these tops in the long sleeved version during the fall/winter, so i was super excited to see the short sleeved version come out! in this brand, i can wear an xs or s - i typically wear a s in retailer tops. if you need a tee that covers your lady parts when wearing leggings, this is it! it perfectly covers my rump and looks great. it's a nice weight, too. the detailing down the back is a nice touch."
5,"Wow... i'm in love!!! when i first saw this i put it in my cart... when i went back to purchase it, it was sold out in my size... i was so bummed. i kept checking back and saw it was restocked so i quickly ordered it... thank heavens!!! when i first took it out of the box i thought it might be too ""grandma-y"" of a design... but i was wrong. it's just gorgeous! can totally be dressed up or down. so flattering. love love love it!!!"
5,"To my surprise this sweater is heavy, chic and stylish. its well made and fits tts. i'm looking forward to wearing it. i would recommend this tunic to everyone. it looks better on me than the model.....event though it doesn't look bad. you need curves to enhance the look of this tunic sweater. i really like all the different textures in this sweater."
3,"I ordered this in a size 4 and it is great quality. the only problem is the size of the slip. the top is very tight across my average chest, but fine elsewhere - odd fit. the dress fits great and i debated finding another slip, but ultimately decided to return it."
5,"The details on this blouse - lace inset in front and sheer back - look just as great in person as they do in the photos. the fabric is wonderful too; the knit has enough heft that it doesn't show every body imperfection or detail in your bra. it held up well through its first wash and ironing as well. as others have noted, the style is versatile - easy to wear with a cardigan or blazer at work or to pair with skinny jeans or shorts on the weekend. i was also positively impressed by the color sin"
4,"Super cute dress, the material is not what i expected. it's stretchy and the slip is tight fitting too. the look is super cute though!"
5,"I was really nervous when ordering this dress because of the other reviews, but i couldn't get to a store during the mother's day event and really wanted this little number. it arrived yesterday and i'm already so excited to wear it, especially once i get just a tiny bit of a tan. i love the fact that it is yellow and white stripes with the dragonflies on top--the pattern is so much cuter in person than it appears online. the fabric is also a good weight, and it is lined, which greatly simplifie"
5,"I love these jeans! i am always reluctant to change brands, but these are the best! i was pleased from the minute i took them out of the package. the fit is perfect: very skinny, but not too tight! they retain their shape over several wearings, too. the color is a great dark navy. looking forward to a long relationship with these! it's love!"
5,
5,"The model does not look as good in this shirt as it looks in real life. it is flowy, flattering, and elegant, not to mention warm and soft. i hope it holds up!"
3,They were too small for me. i loved them other than that.
5,"Warm and cozy tights for my daughter, she loves them!"
5,"This is a very pretty blouse. the fabric is lightweight and very soft. i read the other reviews and this does run very small, i ordered two sizes larger than i normally would and it fits very nicely."
5,"I love this dress. i'm 5'8"" and it fits me exactly like the model in the picture. i have slim hips and waist, so that helps. i don't think this would be as flattering on someone curvy. i wish it came in another color i like, i would absolutely buy in another color. i got a medium and it fits like a glove."
3,"Looks great on the model, but if you're curvy it looks very frumpy."
1,"While i love the fabric and the pattern, this skirt leaves too much to be desired. the full price is absurd considering what you get.
there is no mention online that there is no built in slip, and as the material is extremely thin a slip is an absolute must. (see attached photo.) even in dim lighting you can see straight through. 
also for this price point it is strange that the skirt is 'pull-on styling.' i would say that it is true to size, and i am usually a medium @ retailer, but i have a sm"
5,"I bought this dress online and have to say the material is really soft, has a great weight to it, and i bought it in the red motif. i just wore it to work this past week and received a ton of compliments on it. i wore it with black nylons black heels, and a cropped leather jacket. it is so figure flattering and so comfortable to wear. i typically range in size from an xs to a s, and the s fit me the best. i'm 5'9"" and 130 lb. it is truly a lovely dress!"
2,"This top is on the boxy side but the design is cute and i love the pink color. the problem i had with this shirt is the huge arm holes. one side you could see the top of my bra, the other side was below the side of my bra. you could also see the inside back of the shirt through this arm hole, it was that big. this went back, will not re-order. i usually order xs or xsp, this was an xsp."
5,"It's rare to find clothing made of quality fabrics, and this is a fine, soft wool blend. the design is feminine without being over-the-top, and the fit is slightly loose, as pictured on the model. i would not recommend wearing it with a belt, as pictured; it makes it look too ""trendy"" and detracts from the shape of the cardigan, which is beautiful on its own just skimming the body. it is a perfect topper and can work for daytime or an evening out. really lovely, and one of the few things i decid"
5,"This white shirt is a perfect canvas. i can dress it up with a scarf for work or wear it with my favorite jeans. it's perfect for all body shapes with the a-line. i love how comfortable this shirt feels. i like wearing this shirt with my black knit pants, and my retailers braided collar vest."
5,"I have several of these shirts and love them. i can dress them up or down, and they look great. comfortable and soft, and lose enough to be flattering but not bulky. great buy!"
3,"I bought this jumpsuit in a size medium (32d, 31 waist, 38 hips/butt). i have a jumpsuit in this style but it's silk so i was looking for one i could wear anytime. that said, even i need a heel with this jumpsuit. the problems were these: first, it was very hard to get on. very hard to tie the back, get all four panels even, tied, hiding my bra, etc. lots of fussing. your may need a partner to help. if i hadn't been doing a lot of yoga, i may not have managed. once on, the style looked great. as"
5,"This dress is a marvel. it's flattering and cute. it is great for work, a date or just a casual day. and machine washable! best thing i've ever purchased from retailer."
3,"I'm 5'9"" and 155lb. i have been wearing small a but this was realllllly small especially at my arms. it made me look like i was taking off... much more beautiful on the model. a medium would e been too big on my torso. the color is amazing! made my blonde hair really pop. i don't love green but this was so different.  would love to find something else in this color that suits me! you need to be a super skinny waif to look good in this!"
5,"This print combination is like an arts and crafts wallpaper sampler, and is simply beautiful. size down and tuck it in for the best look, but wear a high-waist bottom with it, since it runs a bit short.in the torso.i didn't find the same transparency problem of which other reviewers complain."
4,"This should be a good dress for hourglass figures. runs a bit narrow in the ribcage, so you may want to try a couple of sizes. i'm 5'2"", currently 33-25-37 or 38 with a 28"" underbust, 28dd/30d/32c bra. normally a 0p or 0 in these type of dresses; the size 2 fit, not sure i could have zipped a size 0.
.
loved that the boning at the front bust and sides keeps the dress up and in place without the straps. side pockets, and the cotton feels soft, more like a sateen than a poplin weave. lovely colo"
3,"I always have to try on tops of retailer. i know this, and yet i ordered a top through the website anyway. i don't think i'll do it again. the drape of the top seen in the pictures did not translate in real life because the top scratched up pretty quickly. ironically, when i washed it (according to directions) it also shrunk quite a bit."
5,"I picked this top hoping that it would go with the dipped horizon skirt and the color was a perfect match! i love the irregularities in the dye, and the woven back. the cut is boxy, but the fabric is soft and drapes well so very flattering. looks great with white jeans"
5,"I have had a problem finding jeans that fit properly (that i don't have to pull up every single time i walk up the stairs or stand up) but these are perfect. they are made with a bit of a stretchy material, yet keep their shape well. i am 5'7, 130 pounds, athletic body type and got a size 25. the only thing i am worried about is the dark color bleeding onto a light colored couch/quilt/purse/etc. as this has happened to me before with dark wash jeans."
2,"I read the previous reviews and ordered down a size knowing that the shirt runs big.   i really wanted to love the shirt however it was a tent. with all of the extra material in the back, it billowed out in all the wrong places. the material is comfy and it's a very cute concept, just didn't work for me."
5,These tight cords are perfect for fall.
4,"I saw this coat online and loved it. the blue collar is great. the length is great, fits over bottom. it is quite warm. the arms are a little tight but they loosen up. the sale price plus 40% off was the ticket."
4,"I love this color blue. when this item went on sale i had to grab it and i'm glad i did. it feels medium weight to me so i could throw this on, on a cool summer night and also in the fall. there is some sparkle to the fabric which i think is really a nice added touch. feels comfortable on and looks adorable."
5,This dress runs large so i sized down. when it arrived i looked at it and thought the fabric was ugly and boring for a dress. it sat there for about two weeks till i tried it on. i love it! it is so comfortable and is so cute how the pockets hang. all it need is some long necklaces or a scarf to complete the look. i get complements on it everytime i wear it. my only complaint is that it peels under the arms a little bit.
4,"The design and colors on this sweater arguably make it a ""statement sweater"". it has a modified raglan type sleeve. i found the sleeves to fit just fine. for reference, i am 5'9"", 150 lbs., 34dddd, and the medium fit perfectly. it is not a long sweater and, with my height, i wear a long tank top or cami underneath. i love the way it looks."
4,"I picked this up in the store during the retailer weekend sale. i used to have a similar long black stretchy skirt that i wore until it fell apart. things i really like about this skirt are that it's basic black, but has some interest in the small swiss dots in the top layer, and it's stretchy. the yoga-pant-waistband seems like it will be very comfy and also allows you to adjust the skirt length a little bit, depending on whether/how much you fold it down. it is lined, which is a big plus. i was"
5,"Love this skirt! very fun and feminine. it is a great fit and i love the layering contrast of stripes. length goes right to below my knees, which is perfect for me! i am petite and curvy."
5,"These pants are so great, light, comfortable and reasonably priced. they are very well made, and the soft fabric is perfect for summer traveling and hiking. there's a bit of elastic in the waist which i like since pants usually gap at the waist on me. they're like classier lounge pants."
5,"I was intrigued by this vest on-line but really wanted to try it on first before i purchased it. stopped into my local retailer store today and was happy to see they had it in stock. i am typically a 10/12 and purchased this in the m/l. this picture does not give the vest justice in terms of the way it falls, which to me is what makes a vest a success or not. also, the colors are great. i was wearing a cream sweater and black pants when i tried it on, went great with those colors but i think it wi"
4,"These are nice, flattering bra with light to medium suport. however the colors and patters are not quite as pictured. i almost suspect they are slightly different on each bra. exmaple: on the picture online the left side seems to be a light blue and the right one orange. on the bra i received the left side is a darker, bluishgreen color. the right side is orange and light purple. i would hae prefered the colors on the photo but it is not a big deal i guess. i ordered the color block shorts as we"
5,I love this tee. it is light weight and fits perfectly. the additional accents like cuff work and detail around the neck makes it original.
5,"This sweater fits differently than it looks on the model in the photo. it is more fitted, less bell sleeve. and the neck is less boat-neck on me. i am often between sizes at retailer, but in this one i got the larger size and it fits well. i love this sweater. i just wanted to mention that i think it fits differently than what it looks like in the pic."
5,"I am usually between a 8 and a 10 and was an 8 in this skirt, it is very nice because it has so many soft colors in it and will go with anything. i live in florida so for me this is a fall skirt! i like the look of a wrap and it is not a wrap it fits great."
