reviews,ratings
Great experience delivery boy was very humble and helpful..READ MORE,5
GoodREAD MORE,3
"Worst battery standby, better avoidREAD MORE",2
Battery 🔋 life is less other areas are good worth d moneyREAD MORE,5
Excellent product but a little expensive.READ MORE,5
Nice mobile phonee!!READ MORE,5
"best in everything. People complain about battery backup. But I being a normal user, I am not feeling like that.My advise is to take the insurance for the phone, since the parts are going to be very costly if something happens to the phone.READ MORE",5
"Very sad with the Iphone for the first time... never expected such a scrap seviceI just got my Iphone SE 128GB delivered today and when I received my first call, barely heard other person's voiceTried all trouble shooting steps myself but didn't workReally very very very sad with this serviceREAD MORE",1
Charging issueREAD MORE,1
Small phone at this priceREAD MORE,3
"Worth buying for this price. But only drawback is battery backup , hardly we can use it for 1 day. Apart from this rest all is good. Performance, photo clarity all goodREAD MORE",4
ExcellentREAD MORE,5
battery drained too fastREAD MORE,3
SatisfiedREAD MORE,4
"Same size iPhone 7 but memory , wireless charging and. Other specifications.  Red make distinguished from other colours , specifically main draw back is no face id other companies gives for 10k mobile here it is not available lREAD MORE",4
nice product with this priceREAD MORE,5
Excellent.READ MORE,5
"Review after usage of 2 Months.=========================================================================================My first iphone, I have used 5 android phones till now started with Micromax, Lenovo, Redmi, One plus and Redmi Note 5 pro. I purchase it with lot of expectation and I am satisfied with most of them however one disappointing is Battery – Don’t purchase this phone if you are very heavy users. Strict No for a gamer. ---------------------------------------------------------...READ MORE",4
Realy Good iPhoneREAD MORE,5
"The phone is awesome only thing I didn’t like is the packing of product,They literally gave me phone in a paper bag nothing else was there, Too much disappointed with the packing please do some good packing.READ MORE",1
Nice iPhoneREAD MORE,5
It's most budget oriented phone from apple.Camera is great.Battery power consumption very high.My battery drain 75% to 37% while call for 45 minutes only.And 10% drain in night without any activity.READ MORE,4
"Speed is Awesome , high quality Camera with portrait mode , more handy than big screen mobiles, Premium look & design , sound quality is boom , very happy After purchase thisREAD MORE",5
Superrb phne...all you r going to face is the battery backup..others are all perfectREAD MORE,5
IPhone is a best product in the world it helps me in what I need to do the app also so good that displays superb IPHONE SEREAD MORE,5
Buying a basic camera phone this price is not justified unless it is apple product. Camera quality is not good as expected from apple. Far better camera is available at half of price in other brandsREAD MORE,3
fast delivery bd amazing productREAD MORE,5
ExcellentREAD MORE,5
NiceREAD MORE,4
Good...READ MORE,5
"Value for money, someone who is looking to replace an old iPhone within budget, yah you can definitely for it. Only concern is the battery backup.READ MORE",4
GoodREAD MORE,5
Too good product in this range. Battery and Camera is also good. This ia best product in this rangeREAD MORE,5
"Amazing phone, loved it, only issue is gets hot too much and too early. Otherwise a very good buyREAD MORE",4
Speakers are superb very good that expectationREAD MORE,5
"The product is great in itself, other than the battery. I have a 2016 iPhone 6 and the battery life if pretty similar to that. Really hoping that Apple does something about the battery life in coming update. Other than that everything is great and it delivers what you're promised. A-13 bionic chip will amaze you with the speed and camera is great, specially for the price. Great phone, just be aware that you'll have to charge it multiple times a day, so don't forget to carry a power bank!READ MORE",3
Product iss very good also for pubg gamersREAD MORE,5
Not worthREAD MORE,1
Apple buget phone its amazing battery life good premium feel thnks flipkart fast secure deliveryREAD MORE,5
Same phone with 3000mah and full display will make this as world's best phone. Performance is excellent and size is comfortable.READ MORE,3
Not for heavy users! Camera quality js superb😍😍😍😍!! Good phone. Camera and performance is at its top level😬READ MORE,5
very nice .READ MORE,5
Good product but apple could give a better batteryREAD MORE,4
I love iPhone this is my second iPhone the first one is apple se 2016 gold colour Nd NW apple se 2020 whiteREAD MORE,5
Apple is apple no commentREAD MORE,5
Value For Money Product Thank You Apple & Flipkart ❤️❤️❤️❤️❤️❤️READ MORE,5
very goodREAD MORE,5
NiceREAD MORE,5
Fast delivery by Flipkart..excellent hope all products were such fast deliveryREAD MORE,5
"Great device. Great Performace. Brilliant Camera. Battery life is Poor, Just 4 hours.READ MORE",5
Top notch quality for the price.. it’s Primarily a phone first and a media player player later... bought as a value for money phone...long support cycle by Apple...READ MORE,5
OkREAD MORE,5
"Best apple phone ever, a13 chip and fingerprintREAD MORE",5
It is really nice i love it and this was the best one from the apple company I really love this product …..its over all performance are too-goodREAD MORE,5
Nice productREAD MORE,5
"Coming from an iPhone 6, this one feels like heaven regarding performance. Red should’ve been more vibrant. Not for night photography. And also the image stabilisation is not good. Valuable for money though 👍🏽READ MORE",4
Very nice phoneREAD MORE,5
"I used this mobile since 2 week i doesn't found any issues in this mobile , there's performance is awesome ... I am happy with that productREAD MORE",5
"Very very poor battery performance, don’t purchase this mobile, i need to charge 3 times a day for just Watsapp. Better go with Android mobilesREAD MORE",2
"Good Phone, Nice design. U can use it with one hand. But battery is bad, suddenly it will drain. Also long Charging time.Hope it is durableREAD MORE",4
It’s a great product from Apple and it’s worth buying.The delivery was on time.READ MORE,5
NiceREAD MORE,5
"Excellent product, value for money and delivery also good by Ekart.READ MORE",5
My phone gets heated when location service is switched onREAD MORE,2
"Nice phone ,value for money go for it.. iphone SE 2020 phone 👍👍READ MORE",5
"Camera is awesome,4K 60FPS is too good for video shooting,performance wise this is a beast,the only downside is the screen,if that doesn’t worry you,then you can go for it.READ MORE",5
Good phone Average batteryAverage camera Average displayBut performance is highREAD MORE,4
"Nice one Im a first time I phone user. Really love the phone . Except battery performance everything is superb. Battery will not support for Heavy games,READ MORE",1
Bugget  smart phoneREAD MORE,5
Best iphone  in this price rangeREAD MORE,5
Amazing in this priceREAD MORE,5
"The mobile is a Value for money purchase I like it a lot the camera quality ,display is really niceREAD MORE",5
"Excellent phone..... Great camera.... Great performance....  If you are not a heavy user, battery will last for at least 8-10 hours.... What I really liked is its premium look and it is handy.....My disappointments are,1) with Apple : they don't provide charger and earphone.2) with Flipkart : It disappointed me when I see the price drop on the very next day after I purchased it.... I got the 64GB ROM variant on 18th July at thirty two thousand Indian rupees but from 19th July onwards the ...READ MORE",4
Very good phone purchase in big billion daysREAD MORE,4
"Actually Guys I'm telling this to all Please just consider this This piece i liked it soo much before i buying but after which is came by from flipkart with this price 40,999/-Flipkart cheated me very bad they have sent me a defect piece.Defects that i have noticed:1. Over heating after using 40 or 50 mins2. When i kept in standby this mobile loses charge automatically. For example i kept it 1 hr not use. After that 60 min or 1 hr it loses 6-10% charging it is very big defect in this ...READ MORE",1
"iPhone SE comes with 4.7inch display and 64 GB storage capacity. If you want to buy a smart phone for playing games like that PubG, watching movie in various OTT platform then this is not for you, you can choose One Plus in same price range that will be better chooice for you.If you are a iPhone lover and able to utilise iPhone properly then only go for it. Basically if you using your mobile phone only for official purpose that means Sending Emails, Using for Whatsapp and other messaging ...READ MORE",5
After 1 week of useExcellent performenceCamera best Display quality amazingBattrey backup is good for normal usageREAD MORE,5
Extraordinary phone! Those who got used to a big screen may find little difficult to use this phone. Apart from this excellent product from Apple. Big thumbs upREAD MORE,5
Not that much as we generally exite when we hands on a new phone. Its just like highly familiar one indeed. That's it. Actually i like traditional touch. Enjoying.READ MORE,4
"Please don't buy You have to carry powerbank every where, back up of batter life is less that 8hours No value for moneyREAD MORE",3
Good product nice mobile....READ MORE,5
SuperREAD MORE,5
Super happy okREAD MORE,5
The best in class at a price to loveREAD MORE,5
"Good, nice, cute ❤️READ MORE",4
i read a lot of reviews about the bttery on flipkart before buying it but took the risk and it paid off..trust me Battery is Optimized and it last a day easily for normal usage...READ MORE,5
Nice productREAD MORE,4
Can be surely preferred as your first iphone Value for money Some what battery is not sufficient but as we already know about the batteries of iphone Camera is up to mark but there is insufficiency of night mode wideangle mode but that’s ok its not a big deal Display performance is good enough Overall lookup is impressive and off course attractive Speakers are mind blowing dual speaker setup which is quite loud compared to others At this price range this phone is best if you are intere...READ MORE,4
Good one.READ MORE,5
Thnk u for flipkartREAD MORE,5
Gr8 product...satisfied..READ MORE,5
"Awesome phone, Its my one of the dream to have IPhone and I did that.. Performance is good and screen touch is very sensitive.READ MORE",4
Best in the market Seriously no android phone can compete with this 4.7 inch beast performing device. A13 Bionic is far more superior than Snapdragon 865. I am an hardcore android guy & I am giving my genuine review after 4 days of extensive IOS usageREAD MORE,5
My first chhotu iphoneREAD MORE,5
Great  deal price and thanks to flipkart. it’s super fastREAD MORE,5
It’s good for people who cannot manage phablets. Make sure you buy tempered glass and back cover along with it because it made of glass. Only negative is Battery. It’s purely for people still need iPhone in less price.READ MORE,5
its good mobileREAD MORE,5
Absolutely amazing product especially love the small screen easy to handleREAD MORE,5
Heat problemREAD MORE,1
Giving the review after 1month and 6days of rough use..Battery capacity is obviously low but the feel in display and sensors are top notch ..Camera quality is good.It’s not a gaming phone..so be careful when you play pubgOverall.. It does the job✌️READ MORE,3
Very Nice Product 👌 But Flipkart delivery is too late .READ MORE,5
Very nice productREAD MORE,5
Best photographyREAD MORE,5
Hi i have received my iPhone se highly recommendedREAD MORE,5
Excellent for the money u pay. I have been using iPhone for more than 10 years now. This is good.READ MORE,5
Best compact phoneREAD MORE,5
It's very good phone in this priceREAD MORE,5
"Superb phone ,bought two phones one for mom and my wife too,i m using 11, nothing can beat apple if u are in ecosystem, the feel good user experience becomes 10 timesREAD MORE",5
Value for Money !Great device would recommend it if you are not an heavy gamerIt is a device for someone who doesnt want to change phone every year or two apple will give upadate for longer timeConclusion:If you dont mind the small scree and not a heavy user go for it Flipkart delivery service very badREAD MORE,4
nice phone. value for money suitable to kid range better than iphone 7.    great thanks to flipkartREAD MORE,5
GoodREAD MORE,5
Awesome piece. Value fir money..READ MORE,5
AwesomeREAD MORE,4
Good build quality and handy...good camera in daylight very good for medium users ..not for heavy users and gamersREAD MORE,5
Frequent call drops which cannot be attributed to the network provider since the same sim delivers much better performance in other handsets.  Battery back up is worse.READ MORE,1
It’s amazing mobile a apple budget killer phoneREAD MORE,5
Charger and Airpod not given with this phoneREAD MORE,3
Very good mobileREAD MORE,5
Ultimate phone...smooth and value for money. Battery life is also good . I am loving the phone...super fast technology and the camera quality is awesome...READ MORE,5
"It’s just awesome, thanks Flipkart & appleREAD MORE",5
"Considering the first IPhone, I'll say it was a beyond great deal. Display and performance is without any doubt great & switching from Android to iOS wasn't really that of a hurdle.Would love to get used to the change.READ MORE",5
A good phoneREAD MORE,4
Mobile is good value for money but the problem in battery backupREAD MORE,3
Everything is great about this phone lelo basREAD MORE,5
SuperbREAD MORE,5
Nice phoneREAD MORE,5
Battery is petheticREAD MORE,1
It’s an awesome deviceREAD MORE,5
Every thing all right but no charger it’s difficult to use as simply. Even headphone also not thereREAD MORE,2
Excellent Product for Handy performance. Good service from Flipkart.READ MORE,5
"Iphone se 2020 ,awesome, I am not big screen liking guy, I prefer light wieght and minimal usage , hence it satisfies all my needsREAD MORE",5
Amazing iPhone at the best price.. amazing battery life and latest OS.READ MORE,5
NoiceREAD MORE,5
I love this productREAD MORE,5
"Who were telling about batteryHere we goMy opinion about battery isBattery performance is top notch ❤️❤️❤️It almost took 14 hrs from 70% to 0I was using the phone frequently And Performance, Camera & Build Design Is Super Cool & mesmerisingReally value for money go for it❤️❤️❤️❤️❤️READ MORE",5
Very goodREAD MORE,5
AwesomeREAD MORE,5
Just bought it for its form factor but slowly its growing on me.My first iPhone haven’t expected much from it.But in the end I’m satisfied .A13 chip is awesome for every task.Camera is good.Battery 🔋 will last in 5-6 hours if you’ll use it countinouslly.One hand use.Display is good if you’re ok with small size screen.READ MORE,5
Look battery capacity is lessREAD MORE,4
Good product.READ MORE,5
Nice productREAD MORE,5
Loving it.READ MORE,5
This is ossom but battery is not perfect u will use power bank that’s so goodREAD MORE,5
FavouriteREAD MORE,5
"A powerhouse from Apple. The reused their tried and tested iPhone design and packed it with most powerful mobile processor in the world. This is the iPhone for those people who want all basic functionalities of a phone, does not expect a lot from it, and most importantly the don’t live for their phone.The only two downsides are the screen size and battery. If you’re okay with smaller screen and small battery, this is the best pick for you. The A13 bionic chip is more powerful than flagshi...READ MORE",4
"I got in BBD sale,worth of money in one word,battery back up is good actuallyREAD MORE",5
Excellent product. Also thanks to Flipkart for the offer priceREAD MORE,5
Good Camera & Hardware at reasonable price point.Super fast Delivery by Flipkart Received next dayCamera Quality is great.Battery life is not goodOverall a good phone for users who like compact sizeREAD MORE,5
Good camera nd sizeREAD MORE,5
if you like small phones in the trend of big screens.plus whatever apple gives it’s perfectREAD MORE,5
GoodREAD MORE,5
Battery performance same as other previous iphone like 6 or 6sREAD MORE,1
GoodREAD MORE,4
Superb pjoneREAD MORE,5
good product & value for moneyREAD MORE,5
Best I phone in budgetREAD MORE,5
Cheep filpkartREAD MORE,1
Best phone you can buy at this price to experience seamless iOS experience. Nothing beats the way iOS works.READ MORE,5
GoodREAD MORE,5
Processor is too good even one plus can’t beat itREAD MORE,5
excellent faster 100%READ MORE,5
"I feel cheated since I brought the phone when it was 37,000 rs but now the price is dropped to 31,000The quality of phone is top notch, it's a pretty beautiful phone to look at and highly fragile, so you better not drop it or put a cover and tempered glass, the display is good abet lower resolution and performance of chipset is top notch, if the screen was bit bigger,it would have been a suitable gaming phone, those with small hands, rejoice cause this phone is build especially for you. I be...READ MORE",4
An awesome phone with an average battery life.READ MORE,5
SuuuperREAD MORE,4
Noice deal....😍😍READ MORE,5
Verry good iPhone seREAD MORE,5
awesome phone...purchase it without hesitation if you want a avg. screen size phoneREAD MORE,5
"If you dont have an iPhone, yopu dont have an iPhone :PREAD MORE",5
The best mobile in this budgetREAD MORE,5
"May end I decided to but this phone ! But I did research for one month and finally bought in last week on June. I have been using this device now more than three weeks. So I can give my two cents here.Note: I am a moderator user. I spent 70% of mobile time on YouTube. Then browsing, what’s app and others. I play basic games such as sudoku, call break games. Hence my usage is moderate level.I love this phone. Everything is perfect. I know you are looking here about battery. My straight ans...READ MORE",5
"Perfect for casual users - few calls, max 3 hours of screen time. Loving it.READ MORE",5
goood product delivery team have to improveREAD MORE,5
"Accept the fact that most of us would buy this for •The cheapest , yet latest iPhone. •For the smooth iOS usage. •A handy phone rather than them large screens. So Except for the battery, which isn’t as good as the other features, this is definitely worth every penny.READ MORE",4
Keep in mind the battery that is average. Else the performance is great and cameras are good too.READ MORE,4
Need more powerful battery to carry A13 BionicREAD MORE,5
Very happy with this phoneREAD MORE,5
It's awesomeREAD MORE,5
Loudspeakers problem need to restart the device to normalREAD MORE,1
"Perfectly Balanced as everything should be.,,,,READ MORE",4
HappyREAD MORE,5
This mobile is for modest users dont expect gaming on this device and dont expect battrey to be heavy...its like iphone 8 and lasts for not more than 6 hrs if u prefer to have video call on whats app and 9 hrs of video playback for youtube .... good and awesome thing is the latest A13 processor u can have ultra smooth experience of phone ... i got this phone for 25 k on big billion days ..... and not forget to have armor case bcz its glass back i prefer spigen back which worth 1681/-READ MORE,4
"good battery  full day,READ MORE",4
GoodREAD MORE,4
"1. Amazing performance: the speed in opening and closing apps is amazing. iOS always had anyways a much sophisticated feel. The speed has increased it manifold2. Camera is good but not as much as you’d find in android phones of this budget. That can be foregone considering other advantages. Though I would say that there are some neat features like good quality HDR, slow-mo, Live Photo, ability to move from photo to video. The best feature here is the shutter speed which you will not get in a...READ MORE",5
iPhone SE Camara Results is really awesome and Night Results is also very Good.... Nice look ☺️😊👌READ MORE,5
"Really its awesome with this price its a flatship mobile in 2020, which competes to oneplus 8 and samsung s20,  iphone 11READ MORE",5
Best compact phone⚡️READ MORE,5
Value for money apple give chance for everyone for use  apple in cheap rateREAD MORE,5
Nice apple product. It works very fast and best performance as A13 bionic chip processor. Camera is also good. Battery life is short only 1 day survive.READ MORE,5
"Excellent purchase I have grabbed after my dslr from Flipkart. I got it in just 28,000. But the only sad thing is my WhatsApp messages couldn't backed up as I was a android user. Rest difficulties with transfer of photo, musics and limitations with downloading from internet can be manageable somehow. Otherwise phone's processor, camera, design, sound quality, metal body, touch-ID is wonderful. If you are a small phone lover, Its a good offer for you with excellent features. Thank you.READ MORE",5
Product is worth for money and easy to handle and performance is very goodREAD MORE,5
a specific handy phone...with good features and all....READ MORE,5
This is my first iOS phone and I am happyREAD MORE,5
Good mobile in iOSREAD MORE,5
I strongly recommend this phone to people who is more work oriented. Game loves should skip this phone as this is not a game phone. Best features with stunning looks & performance. Mobile is very handy with 4.7 inch screen. Packed with good performances and nice camera. This is my first iPhone. Very good experience with Apple. Battery performance is good but not excellent. After 100% charged I have used 27 hrs. after using Calls/Mails/Social Media etc.READ MORE,5
A big thumbs up!!READ MORE,5
NiceREAD MORE,5
GoodREAD MORE,5
"This is very nice phone, only thing is apple should have given more battery.READ MORE",5
ExcellentREAD MORE,5
Cemra Quality Very GoodREAD MORE,5
"I used windows phone, android phone (Lenovo and Moto) and now this. I am not impressed more than my previous phone Moto X4 to this. Be it charging, ease of using. I got used to Moto actions so much that I unintentionally do the same operation here and then realise that I am no longer using Moto.Since it is still a week when I started using iPhone would like to wait for a month to see to find the ease of use.READ MORE",4
This is my first iPhone. Small phone big performance. Very handy.READ MORE,5
Perfect buy.. handy phoneREAD MORE,5
Apple surely delivered a product whose price is finally at-par with other state-of-the-art smartphone brands. The processor and speed are amazing with zero lag. iOS experience is quite pleasing after switching from Android. The external sound is terrific and one of the best a smartphone has to offer. Touch and display are beyond expectations. Overall feel is quite good and the bezels don't really affect much. The only downside is the camera and battery. Both are modest at best. With reasonabl...READ MORE,5
GoodREAD MORE,5
Value for money 💰 deviceREAD MORE,5
The buyer is not genuine and harassed the customer till the end without any solutionREAD MORE,1
"Premium Gesture, Handy Figure Solid Hardware ,Faster SoftwareBattery is just ok, Like 3k mah Android.One thing you must check before buying that cell is booked with adapter & Ear pod. :)READ MORE",4
Nice and sleek.. biggest motivator is the a13 bionic chipREAD MORE,5
Value for moneyREAD MORE,5
Good productREAD MORE,5
Stunning and Awesome. Go for it.READ MORE,5
Iphone products always better than otherREAD MORE,5
Except battery everything is worth for moneyREAD MORE,3
Everything in the phone is good except 2 things:a) Battery back is ok for normal usage but for heavy usage it will run out of power by evening if charged in morning. On screen time is approx 4 to 4.5 hrsb) Night mode is absent. At such a price the phone should have night mode.READ MORE,4
ThanksREAD MORE,5
Worst phoneREAD MORE,1
"Mini Black BeastWho likes handy best option with solid device and super fast performanceBattery stands for 4 to 5 hrs.Over all satisfied as a first time iPhone userFavourites in this device speed,ui, camera portrait image features, mini device with solid build.READ MORE",5
Awesome camera and good looking.. Handy and value for moneyREAD MORE,5
if you want an iphone then go for it it s a beast and it gave premium feel when you hold it on your handREAD MORE,5
Great product with great looks and performanceREAD MORE,5
As a long term user of iPhone7.. Pretty satisfied..compact phone with advanced features 👍🏼READ MORE,5
It's better than a buying camera it's really goodREAD MORE,4
over-all performance is good.... Battery kills all your money.READ MORE,2
"Very good camera, awesome phoneREAD MORE",5
Perfect phone fore the price. Takes awesome pictures.READ MORE,5
one good thing of year2020READ MORE,4
Awesome phone 👍READ MORE,5
Good phone but not for playing gamesREAD MORE,4
Finally back to apple family. Thanks Flipkart for the offers.READ MORE,4
Superb phone at its price.READ MORE,5
Super compact fone for no nonsense users!!! Good speaker quality & super fast due to A13 buonic chip.READ MORE,5
In one word I love apple products 🍎READ MORE,5
Great value on big billion day nice product.and I got it for 28kREAD MORE,5
There is no such battery issue the battery is ok for a day and if not just at 30% charge it for 20min it will reached 75% and uh can continue for the whole day...... performance is very smooth and I loved the productREAD MORE,5
It’s good dealREAD MORE,4
"Excellent  in performance ! Like the Speed Battery life below normal,may be due to the small size phone.Camera quality good , ease of useSoftware no slag it's functionality good despite more no of app installedBy Size its very handy , 4.7"" screen won't sufficient for mail usage or other appOver all I am very Happy about performance,Battery:-  I  need minimum 2or 3  30 min charging for atleast to manage voice calls Alternate phone is must to manage...  ThanksREAD MORE",3
Most beutyfull cameraREAD MORE,3
1. Screen is very small and touch response is not good. 2. Batary is very very poor. Half day backup only. 3. Only who want a phone for calling and whatsApp purpose they can buy it for a secondary phone.READ MORE,1
"A device that will last for atleast 5 years with the latest softwares at your disposal. A camera you can always trust about its consistency. Very compact . Battery is good, no matter what people say, if you are not gaming or not shooting videos for hours and hours, battery is solid with exceptional standby. Last but not the least, Flipkart was amazing with its services. At every stage. Thank youREAD MORE",5
Very good spec from the price point for entry level iphoneREAD MORE,5
Good photoREAD MORE,5
"product deliver on time but packing very poor so please packing department not  good ,product amount is very high so proper check packing.thanksREAD MORE",4
Very good productREAD MORE,5
This phone definitely required higher capacity of Battery. Since this has higher processor battery gets drained within 3-4 hours of normal usageREAD MORE,3
Purchased during Big Billion day sale. I always wished to use an apple iphone. Got it for a deal price with SBI card offer during the sale. Phone is good. Got an immediate IOS 14 update. No issues with the phone. Performance is good.READ MORE,5
my first iphone....READ MORE,3
GoodREAD MORE,5
Phone is good but battery is very badREAD MORE,5
I m alwys a iphone user ..Bt when iphone se has launch everyone was telling if we buy iphone se it was loss of money..aftr xperiencing the uses i m totally satisfied with dis phone great color supreb cmera build quality..battery is silghtly less bt overall experience goodREAD MORE,5
"Just what I was looking for! Love the phone, the UI, and the entire experience.READ MORE",5
need more batteryREAD MORE,3
"Great camera, decent battery.Performance wise it is awesome.Not for gamers.READ MORE",5
GoodREAD MORE,4
Light in hand it’s an Apple product which easily outperforms any and all of its contenders. Packed with all the features it introduces the concept of esim in dual sim with one physical and other esim activated through network provider. It takes just 2 hrs for activation and SMS after 24 hrs. Bandwidth performs slightly better compared to physical one. Image quality is always best and gaming rendering is perfect without lag. Storage and app availability is also good. Not to mention the Audio q...READ MORE,5
Excellent performanceREAD MORE,5
Got this phone during festive sale for 29k for 128 gb. Totally value fir money. Only issue is battery power rest amazing phoneREAD MORE,5
Not workingREAD MORE,1
Best mobile phonesREAD MORE,5
Battery is very bad. But Camera And performance are beastREAD MORE,4
It's Awesome.........READ MORE,5
Over all nive and classyREAD MORE,5
"Really happy with this device, have come from an iPhone 5S so a significant upgrade in features/performance etc. It might be a little small for some but it ...Excellent Phone at a Great Price - But With Some Shortcomings...READ MORE",5
Good phone better then XR & 11 Bettery is good after 12 hour 20% balanceBetter display and camara Go for itREAD MORE,5
"Value for money phone, screen size is only 4.7 inch if you are ok with that than go for it.READ MORE",4
Every thing is great expect battery performanceREAD MORE,4
SuperbREAD MORE,5
Original product.READ MORE,5
Gifted to dadREAD MORE,5
AwesomeREAD MORE,5
Product looks good and very well put together well by Apple (materials are high end)- compared to android phones at 25k [Glastic (cough) samsung ]. Phone usage/battery backup is only for light to medium users to get through the full day.READ MORE,3
Awesome purchase. Thanku flipkart.READ MORE,5
"Before buying this phone, I was a little worried due to negative reviews about the battery. But once I started using the phone, all my worries were gone. I have a fast charger, so the phone gets charged up pretty quickly and as for battery,  it easily lasts somewhere between 24 to 36 hours. The camera, the A13 bionic chip, they're all great too.READ MORE",5
This is an awesome phoneREAD MORE,5
"It’s just a Complete package wherein it is must get 5* for performance, durability, quality, security and storage.READ MORE",5
Excellent deal..got in 25K in BBDGreat phone and veey HandyREAD MORE,5
Simply superREAD MORE,4
Simply superb...🙂👍🏻READ MORE,5
It's My second iPhone After 5c Actually it feels amazing and battery is much greater than my asus Zenfone 5z 3000 mah .It last me about a day and a half and I am surprised literally.Every Thing is Top Notch even hd screen feels like amoled 2k display. Only One thing to Say Just Awesome.READ MORE,5
"Phenomenal value for money. Fast, compact, quality camera, Apple!  The phone is a bit small for my large hands but otherwise i have only good things to say about itREAD MORE",5
A good handy product.READ MORE,5
As usual apart from the battery the phone is worth it.READ MORE,4
Awesome Phone. Loved it.READ MORE,5
Very good phoneREAD MORE,5
SUPERREAD MORE,5
This product is just awsomeREAD MORE,4
"Battery is a big time issue in this one. Phone is not having many apps in it by default so you will have to install all by yourself. Bluetooth is active in my handset but sending and receiving files is not happening. File management is not good in this version as no file manager installed. Screen display is very small. No SD card slot. It says it’s dual SIM but second SIM has to be an e-SIM, doesn’t solve the purpose. Not having any great features. All in all okay okay product.READ MORE",2
Very bad experience for flipkard customer support team rudely misbehavingREAD MORE,1
"Loved the phone , value for money, feels premium. Go for it.READ MORE",5
Quickly getting heatREAD MORE,3
GoodREAD MORE,4
Awesome productREAD MORE,5
Compact mobile with all the smart features.fed up with big screen mobles. And this made things better. I can rate camara quality to 5+ it is soo goodREAD MORE,5
No review need for apple everyone knowREAD MORE,4
Mobile is just awesome.....!!!!But have to improve the battery backup.....!!!READ MORE,3
Love  this  iPhoneREAD MORE,5
"Super value for money products .. overall camera , performance are very high end and design is so classic and sexy , and no one is beat him that performance with that price tag .battery is also efficient due to the A13 processor but not that good . It will give the upto 10 hours battery backup if your are moderate user . And it will take 2/5 hours to full charge the mobile with 5v original box charger .  The best part of ios is it will give the security and trust and you will not see any kind...READ MORE",5
The camera is 🔥READ MORE,5
Amazing clicks.....READ MORE,5
The I phone se2 that I bought 5days before have. a problem of microphone while sending voice message though WhatsApp.the reciver not able hear the voice clearly it happeneds frequently.please give a reply for the problems that I am facingREAD MORE,3
It is a beast...!READ MORE,5
Its lit. ThanksREAD MORE,5
Best phone and got it at the best price of 20k with sbi card discount and gst return........best phone under 30k.....I upgraded from samsung note 10 lite to it and their is major difference in screen and battery  but there is not much difference in performances..... the camera is bestREAD MORE,5
"Excellent phone, Guys the battery backup is very nice , it is the best phone in 30/40k range , performance is very good , really satisfiedREAD MORE",5
Absolutely branded iPhone se greatREAD MORE,5
GoodREAD MORE,4
Got the best deal on Iphone ever.READ MORE,5
"In love with it overall performance wise its is soo good i ordered it for my dad who is a normal userr. A13 bionic is the main thing in this for why i bought this pretty one to my homeOnly disappointed with the battery. Overall camera,performance are good ❣️❣️READ MORE",4
Battery limit is the worestREAD MORE,2
AwesomeREAD MORE,5
Apple is apple....& I mean it...!!!!!READ MORE,5
SuperbREAD MORE,5
ExcellentREAD MORE,5
"Posting review after using 10 days, this is the first iPhone, I ever used.Except battery, everything is perfect. For the moderate user battery won't an issue.READ MORE",5
Camera is best for this deviceREAD MORE,5
Best budget phone for normal users 🔥READ MORE,5
Nice productREAD MORE,5
"Its a good compact i phone se realy nice ,awasome Worth for moneyREAD MORE",5
nice product 😊👍!!!!READ MORE,5
It's my first iphone and fallen in love with it. Now I got to know why people go crazy for iphone. If you are a normal phone user it's for you.READ MORE,5
FlawlessREAD MORE,5
There is no charging adapter provided. Very cheap experience with Apple brand for the first time.READ MORE,2
My first iOS device. Great performanceREAD MORE,5
Nice under 26000READ MORE,4
Good performanceREAD MORE,5
"An amazing phone with great performance and camera,Definitely for people who love small form factor phoneREAD MORE",5
The phone is just awesome and i am in love with this product Just remember to pack it in the bubble wrap so that the box doesn’t get crushed in transit That’s all Everything was fine except the packagingREAD MORE,5
Very good product it’s camera is best and camera and battery life are too goodREAD MORE,5
"Big billion days guys ,mil geya 24,000 me ....sapna Pura ho geya ....... nice product.READ MORE",5
GoodREAD MORE,4
"Iphone doesn't need any major review as it's already a pioneer in its own field. However qeith Iphone SE, this works well for those who have tight budget and can't afford high end iphones. Works well for single hand usage, quite good screen to body ratio and latest processor (iphone 11). Will not disappoint anyone who would like to go for iphone.READ MORE",4
FabulousREAD MORE,5
AmazingREAD MORE,5
